"Date","Station","Name","X","Y","Tide","Inches_Rain","Layer","sample_Depth_m","Time","total_depth_m","Secchi_cm","Temp","Cond_ mS_cm","Sal_ppt","DO_mg_L ","pH","Ent_cfu_ 100ml","TSS_mg_L","TN_mg_L ","TP_mg_L","chl_total_ug_L ","chl_active _ug_L","chl_phaeo_ug_L","comments"
"6/13/19","MSM","Truxton MIdstream","-76.4994","38.97","High","2.2","M","1.4","","","","23.4","7.01","3.85","6.81","7.37","","","","","","","",""
"6/13/19","MSM","Truxton MIdstream","-76.4994","38.97","High","2.2","B","2.6","","","","23.4","7","3.84","6.69","7.34","","","","","","","",""
"6/13/19","MSW","ShipWright","-76.4879","38.9734","High","2.2","S","0.2","8:40","1.5","85","23.1","7.54","4.2","5.84","6.4","240","15.0","","","","","",""
"6/13/19","MSW","ShipWright","-76.4879","38.9734","High","2.2","M","0.7","","","","23.1","7.54","4.2","5.76","","","","","","","","",""
"6/13/19","MSW","ShipWright","-76.4879","38.9734","High","2.2","B","1.4","","","","23","7.54","4.2","5.85","","","","","","","","",""
"6/13/19","SCM","Children's Museum","-76.5074","38.9706","High","2.2","S","","8:30","","","","","","","","20950","13.0","","","","","",""
"6/13/19","SUP","SUP Midstream","-76.4898","38.9727","High","2.2","S","0.2","9:17","2.7","95","23.1","7.43","4.1","6.72","7.38","980","11.5","","","","","",""
"6/13/19","SUP","SUP Midstream","-76.4898","38.9727","High","2.2","M","1.4","","","","23.1","7.47","4.12","6.56","7.36","","","","","","","",""
"6/13/19","SUP","SUP Midstream","-76.4898","38.9727","High","2.2","B","2.6","","","","23","7.51","4.14","6.36","7.36","","","","","","","",""
"6/13/19","BCC1","SPCA","-76.4867","38.9563","","","S","","","","","","","","","","22150","","","","","","",""
"6/13/19","BCC1","SPCA","-76.4867","38.9563","","","M","","","","","","","","","","","","","","","","",""
"6/13/19","BCC1","SPCA","-76.4867","38.9563","","","B","","","","","","","","","","","","","","","","",""
"6/13/19","BCC2","PARKWOOD","-76.4868","38.95816","","","S","","","","","","","","","","6340","","","","","","",""
"6/13/19","BCC2","PARKWOOD","-76.4868","38.95816","","","M","","","","","","","","","","","","","","","","",""
"6/13/19","BCC2","PARKWOOD","-76.4868","38.95816","","","B","","","","","","","","","","","","","","","","",""
"6/13/19","BCC3","CAP SUP","-76.4809","38.96124","","","S","","","","","","","","","","740","","","","","","",""
"6/13/19","BCC3","CAP SUP","-76.4809","38.96124","","","M","","","","","","","","","","","","","","","","",""
"6/13/19","BCC3","CAP SUP","-76.4809","38.96124","","","B","","","","","","","","","","","","","","","","",""
"6/13/19","BCC4","AMM","-76.4791","38.96236","","","S","","","","","","","","","","100","","","","","","",""
"6/13/19","BCC4","AMM","-76.4791","38.96236","","","M","","","","","","","","","","","","","","","","",""
"6/13/19","BCC4","AMM","-76.4791","38.96236","","","B","","","","","","","","","","","","","","","","",""
"6/13/19","BCC5","ST LUKES","-76.4841","38.96316","","","S","","","","","","","","","","1140","","","","","","",""
"6/13/19","BCC5","ST LUKES","-76.4841","38.96316","","","M","","","","","","","","","","","","","","","","",""
"6/13/19","BCC5","ST LUKES","-76.4841","38.96316","","","B","","","","","","","","","","","","","","","","",""
"6/13/19","BCC6","JONES COVE","-76.4831","38.96598","","","S","","","","","","","","","","340","","","","","","",""
"6/13/19","BCC6","JONES COVE","-76.4831","38.96598","","","M","","","","","","","","","","","","","","","","",""
"6/13/19","BCC6","JONES COVE","-76.4831","38.96598","","","B","","","","","","","","","","","","","","","","",""
"6/20/2019","CG","Cherry Grove","-76.5171","38.9731","high","0.3","S","0.2","6:29","","","","","","","","1000","4.0","","","","","",""
"6/20/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","high","0.3","S","0.2","10:08","3.8","155","24.9","9.86","5.54","5.94","7.51","4","14.0","","","","","",""
"6/20/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","high","0.3","M","1.4","","","","24.8","9.94","5.59","6.31","7.61","","","","","","","",""
"6/20/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","high","0.3","B","2.6","","","","24.3","10.09","5.69","5.15","7.41","","","","","","","",""
"6/20/2019","HC","Hawkins Cove","-76.4971","38.9678","high","0.3","S","0.2","8:33","1.5","55","25.9","9.45","5.12","5.54","7.31","100","20.0","","","","","",""
"6/20/2019","HC","Hawkins Cove","-76.4971","38.9678","high","0.3","M","0.6","","","","25.8","9.34","5.22","3.92","7.24","","","","","","","",""
"6/20/2019","HC","Hawkins Cove","-76.4971","38.9678","high","0.3","B","1.4","","","","25.4","9.55","5.35","3.25","7.33","","","","","","","",""
"6/20/2019","HW","Headwater Merge","-76.5025","38.9642","high","0.3","S","0.2","8:55","2.6","65","26.5","8.96","4.99","9.03","8.04","30","15.0","","","","","",""
"6/20/2019","HW","Headwater Merge","-76.5025","38.9642","high","0.3","M","1.2","","","","25.8","9.51","5.33","5.96","7.38","","","","","","","",""
"6/20/2019","HW","Headwater Merge","-76.5025","38.9642","high","0.3","B","2.4","","","","24.7","9.74","5.47","2.06","7.17","","","","","","","",""
"6/20/2019","MAC","Acton Cove","-76.4926","38.9732","high","0.3","S","0.2","9:11","4","105","26.1","9.49","5.31","8.28","8.02","10","12.0","","","","","",""
"6/20/2019","MAC","Acton Cove","-76.4926","38.9732","high","0.3","M","2","","","","25.6","9.76","5.48","6.36","7.48","","","","","","","",""
"6/20/2019","MAC","Acton Cove","-76.4926","38.9732","high","0.3","B","3.8","","","","23.4","10.22","5.77","0.6","7.09","","","","","","","",""
"6/20/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","high","0.3","S","0.2","10:22","5.2","135","25.5","9.81","5.51","6.64","7.62","4","12.0","","","","","",""
"6/20/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","high","0.3","M","2.6","","","","24.6","10.01","5.63","5.8","7.48","","","","","","","",""
"6/20/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","high","0.3","B","5","","","","23.7","10.4","5.88","2.89","7.2","","","","","","","",""
"6/20/2019","MOWC","Cheston","-76.4958","38.9724","high","0.3","S","0.2","8:54","1.45","145","26","9.32","5.2","7.9","6.8","1892","10.5","","","","","",""
"6/20/2019","MOWC","Cheston","-76.4958","38.9724","high","0.3","M","0.6","","","","26","9.38","5.3","6.9","","","","","","","","",""
"6/20/2019","MOWC","Cheston","-76.4958","38.9724","high","0.3","B","1.3","","","","25.7","9.57","5.4","4.75","","","","","","","","",""
"6/20/2019","MSM","Truxton MIdstream","-76.4994","38.97","high","0.3","S","0.2","8:45","3.2","65","26.3","9.01","5.02","9.66","8.3","20","15.5","","","","","",""
"6/20/2019","MSM","Truxton MIdstream","-76.4994","38.97","high","0.3","M","1.4","","","","25.7","9.62","5.39","6.19","7.44","","","","","","","",""
"6/20/2019","MSM","Truxton MIdstream","-76.4994","38.97","high","0.3","B","3","","","","24.1","9.85","5.54","0.6","7.04","","","","","","","",""
"6/20/2019","MSW","ShipWright","-76.4879","38.9734","high","0.3","S","0.2","8:40","1.9","190","25.7","9.57","5.4","6.3","6.6","20","9.0","","","","","",""
"6/20/2019","MSW","ShipWright","-76.4879","38.9734","high","0.3","M","0.9","","","","25.6","9.64","5.4","6.83","","","","","","","","",""
"6/20/2019","MSW","ShipWright","-76.4879","38.9734","high","0.3","B","1.8","","","","25.4","9.68","5.4","6.36","","","","","","","","",""
"6/20/2019","SCM","Children's Museum","-76.5074","38.9706","high","0.3","S","0.2","6:49","","","","","","","","300","15.0","","","","","",""
"6/20/2019","SUP","SUP Midstream","-76.4898","38.9727","high","0.3","S","0.2","10:36","3.5","105","26.5","9.48","5.3","9.24","8.28","6","13.0","","","","","",""
"6/20/2019","SUP","SUP Midstream","-76.4898","38.9727","high","0.3","M","1.8","","","","25.6","9.76","5.48","5.63","7.33","","","","","","","",""
"6/20/2019","SUP","SUP Midstream","-76.4898","38.9727","high","0.3","B","3.4","","","","24.6","9.97","5.61","3.63","7.24","","","","","","","",""
"6/20/2019","BCC1","SPCA","-76.4867","38.9563","high","0.3","S","0.2","","","","","","","","","100","","","","","","",""
"6/20/2019","BCC1","SPCA","-76.4867","38.9563","high","0.3","M","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC1","SPCA","-76.4867","38.9563","high","0.3","B","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC2","PARKWOOD","-76.4868","38.95816","high","0.3","S","0.2","","","","","","","","","28","","","","","","",""
"6/20/2019","BCC2","PARKWOOD","-76.4868","38.95816","high","0.3","M","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC2","PARKWOOD","-76.4868","38.95816","high","0.3","B","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC3","CAP SUP","-76.4809","38.96124","high","0.3","S","0.2","","","","","","","","","10","","","","","","",""
"6/20/2019","BCC3","CAP SUP","-76.4809","38.96124","high","0.3","M","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC3","CAP SUP","-76.4809","38.96124","high","0.3","B","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC4","AMM","-76.4791","38.96236","high","0.3","S","0.2","","","","","","","","","98","","","","","","",""
"6/20/2019","BCC4","AMM","-76.4791","38.96236","high","0.3","M","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC4","AMM","-76.4791","38.96236","high","0.3","B","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC5","ST LUKES","-76.4841","38.96316","high","0.3","S","0.2","","","","","","","","","16","","","","","","",""
"6/20/2019","BCC5","ST LUKES","-76.4841","38.96316","high","0.3","M","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC5","ST LUKES","-76.4841","38.96316","high","0.3","B","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC6","JONES COVE","-76.4831","38.96598","high","0.3","S","0.2","","","","","","","","","22","","","","","","",""
"6/20/2019","BCC6","JONES COVE","-76.4831","38.96598","high","0.3","M","","","","","","","","","","","","","","","","",""
"6/20/2019","BCC6","JONES COVE","-76.4831","38.96598","high","0.3","B","","","","","","","","","","","","","","","","",""
"6/27/2019","CG","Cherry Grove","-76.5171","38.9731","","0","S","0.2","8:00","","","","","","","","550","6.0","","","","","",""
"6/27/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","","0","S","0.2","10:04","2.4","85","26.7","8.86","4.76","11.53","8.22","2","9.5","","","","","",""
"6/27/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","","0","M","1.2","","","","26.6","8.79","4.74","12.25","8.89","","","","","","","",""
"6/27/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","","0","B","2.2","","","","26.2","9.58","5.22","7.71","8.1","","","","","","","",""
"6/27/2019","HC","Hawkins Cove","-76.4971","38.9678","","0","S","0.2","8:21","1","75","26.8","12.39","6.76","7.86","7.07","24","15.5","","","","","",""
"6/27/2019","HC","Hawkins Cove","-76.4971","38.9678","","0","M","0.4","","","","26.8","12.6","6.8","4.1","7","","","","","","","",""
"6/27/2019","HC","Hawkins Cove","-76.4971","38.9678","","0","B","0.8","","","","26.5","11.84","6.74","3.75","7.13","","","","","","","","from YSI memory"
"6/27/2019","HW","Headwater Merge","-76.5025","38.9642","","0","S","0.2","8:44","2.1","55","27.7","12.59","6.8","7.39","7.38","20","18.0","","","","","",""
"6/27/2019","HW","Headwater Merge","-76.5025","38.9642","","0","M","1","","","","27.4","12.57","6.84","5.17","7.18","","","","","","","",""
"6/27/2019","HW","Headwater Merge","-76.5025","38.9642","","0","B","1.8","","","","27.4","","6.88","3.5","7.27","","","","","","","",""
"6/27/2019","MAC","Acton Cove","-76.4926","38.9732","","0","S","0.2","8:59","3.6","105","26.8","11.16","6.09","10.31","8.42","2","13.0","","","","","",""
"6/27/2019","MAC","Acton Cove","-76.4926","38.9732","","0","M","1.8","","","","27.1","12.31","6.73","10.46","8.21","","","","","","","",""
"6/27/2019","MAC","Acton Cove","-76.4926","38.9732","","0","B","3.4","","","","26.3","12.35","6.87","2.96","7.36","","","","","","","",""
"6/27/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","","0","S","0.2","10:16","5","105","26.7","9.02","4.85","11.97","8.86","2","13.5","","","","","",""
"6/27/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","","0","M","2.4","","","","26.5","10.57","5.76","8.9","8.34","","","","","","","",""
"6/27/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","","0","B","4.8","","","","26.1","11.89","6.63","3.72","7.55","","","","","","","",""
"6/27/2019","MOWC","Cheston","-76.4958","38.9724","","0","S","0.2","10:38","1.4","100","27.5","11.44","6.17","9.9","8.3","2","13.5","","","","","",""
"6/27/2019","MOWC","Cheston","-76.4958","38.9724","","0","M","0.6","","","","27.5","11.47","6.18","9.73","8.23","","","","","","","",""
"6/27/2019","MOWC","Cheston","-76.4958","38.9724","","0","B","1.2","","","","27.5","11.92","6.45","8.2","7.89","","","","","","","",""
"6/27/2019","MSM","Truxton MIdstream","-76.4994","38.97","","0","S","0.2","8:33","2.8","65","27.8","12.68","6.85","8.04","7.44","2","18.0","","","","","",""
"6/27/2019","MSM","Truxton MIdstream","-76.4994","38.97","","0","M","1.4","","","","27.5","12.71","6.52","6.36","7.22","","","","","","","",""
"6/27/2019","MSM","Truxton MIdstream","-76.4994","38.97","","0","B","2.6","","","","26.9","12.6","6.92","2.16","7.13","","","","","","","",""
"6/27/2019","MSW","ShipWright","-76.4879","38.9734","","0","S","0.2","10:23","1.9","130","26.9","9.79","5.28","10.95","8.71","6","12.0","","","","","",""
"6/27/2019","MSW","ShipWright","-76.4879","38.9734","","0","M","1","","","","26.9","9.84","5.31","10.93","8.7","","","","","","","",""
"6/27/2019","MSW","ShipWright","-76.4879","38.9734","","0","B","1.6","","","","26.9","9.85","5.31","10.77","8.68","","","","","","","",""
"6/27/2019","SCM","Children's Museum","-76.5074","38.9706","","0","S","0.2","8:20","","","","","","","","450","19.0","","","","","",""
"6/27/2019","SUP","SUP Midstream","-76.4898","38.9727","","0","S","0.2","9:13","2.9","95","26.7","9.84","5.34","10.89","8.71","2","12.0","","","","","",""
"6/27/2019","SUP","SUP Midstream","-76.4898","38.9727","","0","M","1.4","","","","26.5","10.75","5.92","10.19","8.44","","","","","","","",""
"6/27/2019","SUP","SUP Midstream","-76.4898","38.9727","","0","B","2.6","","","","27.1","12.36","6.76","9.94","8.15","","","","","","","",""
"6/27/2019","BCC1","SPCA","-76.4867","38.9563","","0","S","0.2","9:59","1","75","27.7","9.76","5.5","5.54","6.6","40","","","","","","",""
"6/27/2019","BCC1","SPCA","-76.4867","38.9563","","0","M","0.4","","","","27.7","9.76","5.5","5.44","","","","","","","","",""
"6/27/2019","BCC1","SPCA","-76.4867","38.9563","","0","B","0.8","","","","27.3","9.72","5.4","5.18","","","","","","","","",""
"6/27/2019","BCC2","PARKWOOD","-76.4868","38.95816","","0","S","0.2","9:38","1.3","85","27.8","9.93","5.6","7.31","7","4","","","","","","",""
"6/27/2019","BCC2","PARKWOOD","-76.4868","38.95816","","0","M","0.6","","","","27.7","9.93","5.6","6.87","","","","","","","","",""
"6/27/2019","BCC2","PARKWOOD","-76.4868","38.95816","","0","B","1.2","","","","27.3","9.82","5.5","4.56","","","","","","","","",""
"6/27/2019","BCC3","CAP SUP","-76.4809","38.96124","","0","S","0.2","11:22","2.9","135","28.1","9.53","5.3","7.22","6.6","2","","","","","","",""
"6/27/2019","BCC3","CAP SUP","-76.4809","38.96124","","0","M","1.4","","","","27.2","9.56","5.4","8.38","","","","","","","","",""
"6/27/2019","BCC3","CAP SUP","-76.4809","38.96124","","0","B","2.8","","","","27.2","9.98","5.6","5.75","","","","","","","","",""
"6/27/2019","BCC4","AMM","-76.4791","38.96236","","0","S","0.2","11:06","1","100","28.2","9.88","5.5","7.18","6.6","36","","","","","","",""
"6/27/2019","BCC4","AMM","-76.4791","38.96236","","0","M","0.4","","","","27.8","9.8","5.4","7.13","","","","","","","","",""
"6/27/2019","BCC4","AMM","-76.4791","38.96236","","0","B","0.8","","","","27.6","9.81","5.5","6.43","","","","","","","","",""
"6/27/2019","BCC5","ST LUKES","-76.4841","38.96316","","0","S","0.2","10:20","2.2","95","27.8","9.67","5.4","7.52","6.6","4","","","","","","",""
"6/27/2019","BCC5","ST LUKES","-76.4841","38.96316","","0","M","1","","","","27.7","9.81","5.5","7.21","","","","","","","","",""
"6/27/2019","BCC5","ST LUKES","-76.4841","38.96316","","0","B","2","","","","27.1","9.89","5.5","4.23","","","","","","","","",""
"6/27/2019","BCC6","JONES COVE","-76.4831","38.96598","","0","S","0.2","10:41","2.7","105","27.7","8.95","5","7.92","6.6","68","","","","","","",""
"6/27/2019","BCC6","JONES COVE","-76.4831","38.96598","","0","M","1.2","","","","27.6","9.26","5.2","7.67","","","","","","","","",""
"6/27/2019","BCC6","JONES COVE","-76.4831","38.96598","","0","B","2.6","","","","27.1","9.63","5.4","4.72","","","","","","","","",""
"6/27/2019","QA/QC MAC","Acton Cove","-76.4926","38.9732","","0","S","0.2","9:05","3.6","105","26.8","10.85","5.87","10.16","8.47","4","","","","","","",""
"6/27/2019","QA/QC MAC","Acton Cove","-76.4926","38.9732","","0","M","1.8","","","","27.1","12.31","6.73","10.54","8.23","","","","","","","",""
"6/27/2019","QA/QC MAC","Acton Cove","-76.4926","38.9732","","0","B","2.4","","","","26.3","12.34","6.86","3.04","7.22","","","","","","","",""
"7/2/2019","CG","Cherry Grove","-76.5171","38.9731","high","0","S","0.2","","","","","","","","","400","5.0","","","","","",""
"7/2/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","high","0","S","0.2","9:51","2.5","75","26.7","8.22","4.55","6.1","7.69","2","15.0","","","","","",""
"7/2/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","high","0","M","1.2","","","","26.7","8.2","4.54","6.3","7.74","","","","","","","",""
"7/2/2019","EYC","Eastport Yacht Club","-76.4782","38.9753","high","0","B","2.2","","","","26.6","8.3","4.6","5.91","7.67","","","","","","","",""
"7/2/2019","HC","Hawkins Cove","-76.4971","38.9678","high","0","S","0.2","8:28:00","1.4","75","27.3","8.11","4.48","3.88","7.15","24","16.0","","","","","",""
"7/2/2019","HC","Hawkins Cove","-76.4971","38.9678","high","0","M","0.6","","","","27.3","8.11","4.48","4.11","7.18","","","","","","","",""
"7/2/2019","HC","Hawkins Cove","-76.4971","38.9678","high","0","B","1.2","","","","26.8","8.06","4.45","3.65","7.17","","","","","","","",""
"7/2/2019","HW","Headwater Merge","-76.5025","38.9642","high","0","S","0.2","8:50","2.8","55","28.2","8.19","4.52","7.5","7.92","4","18.5","","","","","",""
"7/2/2019","HW","Headwater Merge","-76.5025","38.9642","high","0","M","1.2","","","","28","8.22","4.54","6.01","7.59","","","","","","","",""
"7/2/2019","HW","Headwater Merge","-76.5025","38.9642","high","0","B","2.6","","","","27.5","8.38","4.64","1.08","7.1","","","","","","","",""
"7/2/2019","MAC","Acton Cove","-76.4926","38.9732","high","0","S","0.2","9:12","3.8","55","27.9","8.27","4.57","7.34","7.88","2","17.0","","","","","",""
"7/2/2019","MAC","Acton Cove","-76.4926","38.9732","high","0","M","1.8","","","","27.6","8.32","4.6","6.18","7.59","","","","","","","",""
"7/2/2019","MAC","Acton Cove","-76.4926","38.9732","high","0","B","3.6","","","","26.6","8.61","4.78","1.71","7.22","","","","","","","",""
"7/2/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","high","0","S","0.2","9:42","4","95","27.4","8.46","4.69","6.37","7.63","8","19.0","","","","","",""
"7/2/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","high","0","M","2.0","","","","27.1","8.48","4.7","5.9","7.56","","","","","","","",""
"7/2/2019","MOS","Mouth of Spa Creek","-76.4837","38.9753","high","0","B","3.8","","","","26.8","8.56","4.75","5.78","7.63","","","","","","","",""
"7/2/2019","MOWC","Cheston","-76.4958","38.9724","high","0","S","0.2","9:04","1.2","75","27.9","8.27","4.57","6.12","7.6","10","14.5","","","","","",""
"7/2/2019","MOWC","Cheston","-76.4958","38.9724","high","0","M","0.6","","","","27.9","8.27","4.57","6.17","7.57","","","","","","","",""
"7/2/2019","MOWC","Cheston","-76.4958","38.9724","high","0","B","1.0","","","","27.8","8.29","4.58","5.32","7.51","","","","","","","",""
"7/2/2019","MSM","Truxton MIdstream","-76.4994","38.97","high","0","S","0.2","8:40","3","65","28","8.21","4.54","7.41","7.85","2","15.0","","","","","",""
"7/2/2019","MSM","Truxton MIdstream","-76.4994","38.97","high","0","M","1.4","","","","27.9","8.47","4.55","6.83","7.74","","","","","","","",""
"7/2/2019","MSM","Truxton MIdstream","-76.4994","38.97","high","0","B","2.8","","","","27.1","8.3","4.69","1.41","7.11","","","","","","","",""
"7/2/2019","MSW","ShipWright","-76.4879","38.9734","high","0","S","0.2","9:30","1.8","105","27.4","8.36","4.63","5.4","7.4","36","11.5","","","","","",""
"7/2/2019","MSW","ShipWright","-76.4879","38.9734","high","0","M","0.8","","","","27.3","8.36","4.63","5.29","7.41","","","","","","","",""
"7/2/2019","MSW","ShipWright","-76.4879","38.9734","high","0","B","1.6","","","","27.3","8.39","4.64","4.88","7.43","","","","","","","",""
"7/2/2019","SCM","Children's Museum","-76.5074","38.9706","high","0","S","0.2","","","","","","","","","250","12.6","","","","","",""
"7/2/2019","SUP","SUP Midstream","-76.4898","38.9727","high","0","S","0.2","","3.2","65","27.7","8.3","4.59","7.67","8.01","10","16.5","","","","","",""
"7/2/2019","SUP","SUP Midstream","-76.4898","38.9727","high","0","M","1.6","","","","27.6","8.31","4.6","7.1","7.8","","","","","","","",""
"7/2/2019","SUP","SUP Midstream","-76.4898","38.9727","high","0","B","3.0","","","","27.1","8.4","4.65","4.08","7.52","","","","","","","",""
"7/2/2019","BCC1","SPCA","-76.4867","38.9563","","0","S","","","","","","","","","","40","","","","","","",""
"7/2/2019","BCC1","SPCA","-76.4867","38.9563","","0","M","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC1","SPCA","-76.4867","38.9563","","0","B","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC2","PARKWOOD","-76.4868","38.95816","","0","S","","","","","","","","","","40","","","","","","",""
"7/2/2019","BCC2","PARKWOOD","-76.4868","38.95816","","0","M","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC2","PARKWOOD","-76.4868","38.95816","","0","B","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC3","CAP SUP","-76.4809","38.96124","","0","S","","","","","","","","","","18","","","","","","",""
"7/2/2019","BCC3","CAP SUP","-76.4809","38.96124","","0","M","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC3","CAP SUP","-76.4809","38.96124","","0","B","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC4","AMM","-76.4791","38.96236","","0","S","","","","","","","","","","64","","","","","","",""
"7/2/2019","BCC4","AMM","-76.4791","38.96236","","0","M","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC4","AMM","-76.4791","38.96236","","0","B","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC5","ST LUKES","-76.4841","38.96316","","0","S","","","","","","","","","","26","","","","","","",""
"7/2/2019","BCC5","ST LUKES","-76.4841","38.96316","","0","M","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC5","ST LUKES","-76.4841","38.96316","","0","B","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC6","JONES COVE","-76.4831","38.96598","","0","S","","","","","","","","","","76","","","","","","",""
"7/2/2019","BCC6","JONES COVE","-76.4831","38.96598","","0","M","","","","","","","","","","","","","","","","",""
"7/2/2019","BCC6","JONES COVE","-76.4831","38.96598","","0","B","","","","","","","","","","","","","","","","",""